ID_REDUTOR_VELOCIDADE;NUM_PROJETO_OPERACIONAL;ENDERECO_REFERENCIA;BAIRRO;REFERENCIA_LOCALIZACAO;DATA_IMPLANTACAO;DATA_ULTIMA_MANUTENCAO;GEOMETRIA
6846;15-VHF-0045151-2015;RUA MARIA BEATRIZ, 776;HAVAÍ;ENTRE RUA ESTRELITZIA E RUA DA REPRESA;2016-05-27 00:00:00;;LINESTRING (606983.62 7793112.53, 606986.03 7793116.08, 606986.35 7793116.56, 606987.53 7793118.30)
6847;;RUA MARIA BEATRIZ, 1090;HAVAÍ;ENTRE RUA ZILDA GAMA E RUA JOSE CAMBRAIA DO NASCIMENTO;;2011-08-18 00:00:00;LINESTRING (607193.20 7792846.11, 607196.82 7792850.21)
6848;26-VHF-0000055-2008;RUA MARIA CANDIDA, 132;SÃO TOMÁZ;ENTRE RUA SANTO ANTONIO E RUA AMANDO COUTO;2008-07-01 00:00:00;2021-08-12 00:00:00;LINESTRING (609896.54 7805438.87, 609897.74 7805431.83)
6849;17-VHF-0000100-2011;RUA MARIA CANDIDA DE JESUS, 250;PAQUETÁ;ENTRE RUA ANA FERREIRA SILVA E RUA JOAO BERNARDINO SANTOS;2011-08-23 00:00:00;;LINESTRING (605432.32 7802481.31, 605429.68 7802474.68)
6851;;RUA MARIA CONCEICAO BONFIM, 686;GOIÂNIA;ENTRE RUA ODILON MELO FRANCO E RUA ARIETA BISTENE FARAH;;2021-08-03 00:00:00;LINESTRING (615362.01 7803528.96, 615356.31 7803530.52)
6852;;RUA MARIA CONCEICAO BONFIM, 1350;GOIÂNIA;ENTRE RUA DONA LOLO E RUA GANSO;;2014-01-03 00:00:00;LINESTRING (615160.34 7803049.55, 615153.97 7803052.46)
6853;26-VHF-0028029-2013;RUA MARIA CONCEICAO BONFIM, 1112;GOIÂNIA;ENTRE RUA GUARA E RUA ODILON MELO FRANCO;2014-01-03 00:00:00;;LINESTRING (615292.10 7803360.14, 615286.16 7803362.65)
6854;26-VHF-0016253-2013;RUA MARIA CONCEICAO BONFIM, 1276;GOIÂNIA;ENTRE RUA GANSO E RUA AMARO NEVES BARRETO;2014-01-03 00:00:00;;LINESTRING (615193.73 7803148.78, 615196.28 7803147.71, 615196.89 7803147.46, 615197.67 7803147.13, 615201.25 7803145.63)
6855;;RUA MARIA DA CONCEICAO OLIVEIRA, 395;MANTIQUEIRA;ENTRE RUA WALESKA DE SOUZA E RUA JOSE FELIX MARTINS;;2023-03-15 00:00:00;LINESTRING (606630.01 7811757.83, 606624.56 7811761.17)
6856;;RUA MARIA DA CONCEICAO OLIVEIRA, 147;MANTIQUEIRA;ENTRE RUA LEONEL MARQUES E RUA WALESKA DE SOUZA;;2019-05-26 00:00:00;LINESTRING (606495.05 7811546.44, 606489.36 7811549.92)
6857;18-VHF-0022952-2010;RUA MARIA DA PAZ MAIA, 129;JARDIM DOS COMERCIÁRIOS;ENTRE RUA JOAO NEPOMUCENO DA SILVA E RUA PEDRA TURMALINA;2010-05-27 00:00:00;;LINESTRING (607221.76 7811634.10, 607218.23 7811639.88)
6858;18-VHF-0036013-2009;RUA MARIA DE LOURDES DA CRUZ, 115;MANTIQUEIRA;ENTRE RUA NILZA MARIA CARVALHO E RUA FELIPE PEDROSO;2010-04-29 00:00:00;;LINESTRING (605866.06 7811192.81, 605871.66 7811191.83)
6859;18-VHF-0022429-2010;RUA MARIA DE LOURDES DA CRUZ, 524;MANTIQUEIRA;ENTRE RUA VANDER LUCIO DOS ANJOS E RUA ANTONIO RODRIGUES ALMEIDA;2010-11-25 00:00:00;;LINESTRING (606316.53 7811619.96, 606315.51 7811625.54)
6860;26-VHF-0048494-2006;RUA MARIA FERREIRA DA SILVA, 325;FERNÃO DIAS;ENTRE RUA CORNELIA E RUA JOAQUIM BAETA NEVES;2009-09-22 00:00:00;;LINESTRING (613620.46 7802060.60, 613627.03 7802057.51)
6862;;RUA MARIA GERTRUDES SANTOS, 808;CÉU AZUL;ENTRE RUA RADIALISTA DARCI DA SILVA E RUA RADIALISTA GERALDO LARA;;2012-04-04 00:00:00;LINESTRING (604445.01 7808727.96, 604450.36 7808730.98, 604453.85 7808732.95)
6864;18-VHF-0000083-2011;RUA MARIA GERTRUDES SANTOS, 550;CÉU AZUL;ENTRE RUA RADIALISTA MARIO ROSA E RUA RADIALISTA ORLANDO ARCANJO;2015-07-20 00:00:00;;LINESTRING (604547.12 7808535.17, 604551.33 7808537.39, 604551.55 7808537.50, 604551.88 7808537.68, 604556.00 7808539.84)
6865;26-VHF-0020470-2009;RUA MARIA GOMES PEREIRA, 346;MARIA GORETTI;ENTRE RUA JOAQUIM PURIFICACAO DO CARMO E RUA SANTA ENGRACIA DE SARAGOCA;2011-05-13 00:00:00;;LINESTRING (614602.66 7803382.95, 614606.00 7803384.59, 614608.97 7803386.06)
6868;;RUA MARIA LETICIA, 800;MILIONÁRIOS;ENTRE RUA JUNQUEIRA NETO E RUA SEBASTIAO BROCHADO;;2014-08-11 00:00:00;LINESTRING (605207.47 7790754.77, 605210.74 7790759.10)
6869;17-VHF-0065126-2013;RUA MARIA MAGALHAES DE SOUZA, 174;INCONFIDÊNCIA;ENTRE RUA JOSE DO CARMO GOMES E RUA COSTA NOGUEIRA;2014-05-05 00:00:00;;LINESTRING (604671.78 7798817.73, 604678.81 7798817.16)
6871;18-VHF-0046764-2015;RUA MARIA ROSA DA SILVA, 340;MANTIQUEIRA;ENTRE RUA LEONEL MARQUES E RUA ANTONIO LOPES DA ROCHA;2021-09-09 00:00:00;;LINESTRING (606078.97 7811451.58, 606074.75 7811455.79)
6872;26-VHF-0029540-2015;RUA MARIA TOLEDO PAIVA, 239;SÃO GABRIEL;ENTRE VDP HELENA MARIA BHERING E RUA CODAJAS;2016-04-19 00:00:00;;LINESTRING (613416.03 7804706.20, 613420.81 7804703.51)
6873;15-VHF-0030736-2012;RUA MARIA UMBELINA NASCIMENTO, 80;BETÂNIA;ENTRE RUA ROMEU DAYRELL FRANCA E RUA BRAZILINA FERREIRA DE MELO;2012-09-25 00:00:00;;LINESTRING (605598.07 7792422.86, 605593.01 7792424.86)
6874;18-VHF-010567T-2016;RUA MARIETA CLEMENTE DINIZ, 98;TUPI B;ENTRE RUA VICENTINA CLEMENTE ROCHA E RUA BENJAMIM CLEMENTE DINIZ;2019-02-19 00:00:00;;LINESTRING (613587.35 7807016.80, 613593.03 7807014.42)
6875;;RUA MARINGA, 145;ARAGUAIA;ENTRE RUA CORONEL THIBAU E RUA DOM JOAQUIM;;2015-06-12 00:00:00;LINESTRING (604259.37 7789622.35, 604264.98 7789625.27)
6876;15-VHF-0000178-2012;RUA MARIO COUTINHO, 236;HAVAÍ;ENTRE RUA JACINTO FERREIRA E RUA HELIO SALVADOR DE AZEVEDO;2012-08-24 23:00:00;;LINESTRING (607843.99 7792814.57, 607848.57 7792819.95)
6877;15-VHF-0000178-2012;RUA MARIO COUTINHO, 371;ESTORIL;ENTRE RUA HELIO SALVADOR DE AZEVEDO E RUA DOIS MIL TREZENTOS E TRINTA;2013-01-24 00:00:00;;LINESTRING (607941.95 7792725.88, 607946.06 7792730.09)
6878;26-VHF-0012016-2011;RUA MARIO DE LIMA, 134;SANTA CRUZ;ENTRE RUA JOSE NICODEMOS E RUA LUIZ CANTANHEDE;2011-11-01 00:00:00;;LINESTRING (611345.07 7801780.33, 611337.20 7801779.74)
6879;15-VHF-0003366-2015;RUA MARIO JOSE FRANCISCO, 76;BETÂNIA;ENTRE RUA JOSE LOBATO FERRARI E RUA MARIA UMBELINA NASCIMENTO;2015-03-18 00:00:00;;LINESTRING (605478.37 7792372.46, 605480.33 7792376.67)
6880;26-VHF-0029404-2010;RUA MARIO SALUSTIANO, 44;GOIÂNIA;ENTRE RUA MANOEL TAVARES DE ABREU E RUA JOSE DO NASCIMENTO CASTRO;2011-02-24 00:00:00;;LINESTRING (614924.63 7802837.41, 614917.76 7802837.46)
6881;26-VHF-0000081-2014;RUA MARROM, 433;VITÓRIA;ENTRE RUA AREIA E RUA GELO;2015-04-30 00:00:00;;LINESTRING (616665.48 7803239.94, 616662.62 7803246.26)
6882;26-VHF-0029722-2010;RUA MARROM, 145;VITÓRIA;ENTRE RUA MOSTARDA E RUA TERRACOTA;2011-02-11 23:00:00;;LINESTRING (616414.73 7803263.13, 616414.90 7803256.04)
6883;20-VHF-0022571-2011;RUA MARTIM DE CARVALHO, 301;SANTO AGOSTINHO;ENTRE RUA ARAGUARI E RUA OURO PRETO;2011-10-06 00:00:00;;LINESTRING (609632.62 7795917.19, 609629.65 7795905.87)
6884;17-VHF-0043143-2010;RUA MARTINS ALVES, 920;NOVA ESPERANÇA;ENTRE RUA NATAL E RUA SARACA;2011-11-30 00:00:00;;LINESTRING (608905.93 7799470.63, 608897.90 7799470.41)
6885;15-VHF-0030166-2015;RUA MATIAS AIRES, 227;SANTA MARIA;ENTRE RUA EMILIO DE MENEZES E RUA ABATI;2015-10-22 00:00:00;;LINESTRING (603278.24 7795234.14, 603274.14 7795240.01)
6886;22-VHF-0050155-2011;RUA MATILDES AUGUSTA DE JESUS, 100;OLARIA;ENTRE RUA LUIZ ZITO FERREIRA E RUA TINADO LUCHESI;2012-07-30 00:00:00;;LINESTRING (601815.12 7789476.42, 601817.05 7789482.87)
6887;26-VHF-0008133-2013;RUA MAURICIO MEIRA BRANDAO, 221;ACAIACA;ENTRE RUA LAURO RODRIGUES DA CUNHA E RUA DEA MARCIA CHALUP;2013-07-17 00:00:00;;LINESTRING (615901.83 7805328.43, 615898.82 7805334.56)
6888;22-VHF-0012255-2013;RUA MAURO GONCALVES, 90;MARILÂNDIA;ENTRE RUA CLEMENTINA E RUA LAVRINHAS;2013-08-21 00:00:00;;LINESTRING (599758.25 7788566.33, 599751.70 7788564.79)
6889;15-VHF-0062429-2011;RUA MECA, 205;BETÂNIA;ENTRE RUA ARAL E RUA OBI;2012-05-16 00:00:00;;LINESTRING (605232.33 7792252.47, 605230.46 7792258.34)
6890;;AVE MEM DE SA, 575;PARAÍSO;ENTRE RUA VISTA ALEGRE E RUA TOCAIOS;;2019-01-13 00:00:00;LINESTRING (613926.41 7796767.42, 613928.33 7796767.57, 613931.17 7796767.80)
6891;22-VHF-0010650-2013; , ;;ENTRE RUA DOCEMASTE E AVE XIMANGO;2013-11-14 00:00:00;;LINESTRING (604139.83 7788730.93, 604136.88 7788738.76)
6892;26-VHF-0039019-2013;RUA MERCEDES LUIZA MIRANDA, 701;MARIA GORETTI;ENTRE RUA SANTO INACIO E RUA MESSIAS FLORIANO BORGES;2014-01-16 00:00:00;;LINESTRING (613874.10 7802852.36, 613867.49 7802852.87)
6893;26-VHF-0002102-2010;RUA MERCEDES LUIZA MIRANDA, 540;MARIA GORETTI;ENTRE RUA OSWALDO LINO DE FREITAS E RUA WILSON GONCALVES DE MEDEIROS;2011-04-11 00:00:00;;LINESTRING (613892.82 7803056.25, 613885.70 7803057.17)
6894;;RUA METALIG, 71;BAIRRO DAS INDÚSTRIAS II;ENTRE RUA MINASGAS E AVE TERESA CRISTINA;;2016-01-14 00:00:00;LINESTRING (604779.06 7792768.37, 604784.15 7792766.32)
6895;;RUA MEXICO, 953;CÉU AZUL;ENTRE RUA CORONEL ANTONIO LOPES COELHO E RUA SANTA CRUZ DO ESCALVADO;;2019-05-22 00:00:00;LINESTRING (605312.79 7807570.99, 605319.95 7807571.72)
6896;16-VHF-0059158-2011;RUA MICA, 131;NOSSA SENHORA DA APARECIDA;ENTRE TRV PIRANGA E BEC JOAO ASSUNCAO;2012-06-04 00:00:00;;LINESTRING (613170.02 7795976.32, 613171.73 7795975.73, 613172.79 7795975.36)
6897;18-VHF-0000046-2012;RUA MIGUEL GOMES DA COSTA, 214;MANTIQUEIRA;ENTRE RUA JOSE RAIMUNDO DO COUTO E RUA JOSE CESARINO;2012-09-21 00:00:00;;LINESTRING (606891.37 7812170.32, 606890.58 7812177.19)
6898;26-VHF-0000019-2011; , ;;ENTRE RUA ARNALDO LOURENCO E RUA PAULO JOSE DA SILVA;2011-12-13 00:00:00;;LINESTRING (617027.46 7803874.52, 617021.70 7803871.85)
6899;;RUA MINDURI, 315;SANTA INÊS;ENTRE RUA CASSITERITA E RUA VICENTE RISOLA;;2011-08-01 00:00:00;LINESTRING (614143.74 7800810.31, 614144.77 7800801.59)
6900;;RUA MINISTRO OLIVEIRA SALAZAR, 1009;SANTA MÔNICA;ENTRE RUA AUGUSTO DOS ANJOS E RUA SANTA MONICA;;2012-10-15 00:00:00;LINESTRING (607437.23 7808215.19, 607444.00 7808215.67)
6901;18-VHF-0046819-2011;RUA MINISTRO OLIVEIRA SALAZAR, 485;SANTA MÔNICA;ENTRE RUA ALVARES DE AZEVEDO E RUA MONTE ALVERNE;2012-09-06 00:00:00;;LINESTRING (607644.55 7807819.17, 607655.55 7807825.59)
6902;;RUA MINISTRO OLIVEIRA SALAZAR, 271;SANTA MÔNICA;ENTRE RUA RUI BARBOSA E RUA ALBERTO DE OLIVEIRA;;2012-05-09 00:00:00;LINESTRING (607809.60 7807551.67, 607819.89 7807558.06)
6903;17-VHF-0000083-2015;RUA MINISTRO OROZIMBO NONATO, 619;DONA CLARA;ENTRE RUA DESEMBARGADOR FERNANDO BHERING E RUA BENTO MENDES CASTANHEIRA;2015-10-06 00:00:00;2024-03-11 00:00:00;LINESTRING (611084.06 7803897.91, 611080.91 7803889.74)
6904;26-VHF-0000115-2012;RUA MINISTRO OSVALDO ARANHA, 84;LAJEDO;ENTRE RUA CORONEL BRAGA JUNIOR E RUA PINTOR MICHELANGELO;2012-12-20 23:00:00;;LINESTRING (613966.82 7806925.14, 613969.56 7806931.37)
6906;22-VHF-0046898-2010;RUA MOACYR CARVALHO, 142;BAIRRO DAS INDÚSTRIAS I;ENTRE RUA DIVA TAVARES ARCO-VERDE E RUA JOAO LUIZ NETO;2011-11-24 00:00:00;;LINESTRING (604737.49 7791804.40, 604741.55 7791799.13)
6907;;RUA MODESTINO GONCALVES, 51;NOVA VISTA;ENTRE RUA PORTO SEGURO E RUA FERREIRA PINTO;;2012-06-15 00:00:00;LINESTRING (614945.87 7800727.69, 614945.40 7800734.64)
6908;15-VHF-149952T-2019;RUA MOISES KALIL, 800;OLHOS D'ÁGUA;ENTRE RUA RUBENS CAPORALI RIBEIRO E AVE DEPUTADO CRISTOVAM CHIARADIA;2020-01-03 00:00:00;;LINESTRING (607112.59 7789776.21, 607115.08 7789787.49)
6909;18-VHF-0008613-2010;RUA MONTE ALVERNE, 191;SANTA MÔNICA;ENTRE RUA MEDEIROS DE ALBUQUERQUE E RUA RAIMUNDO CORREIA;2010-04-24 00:00:00;;LINESTRING (607434.86 7807809.42, 607430.18 7807816.72)
6910;18-VHF-0018163-2014;RUA MONTE ALVERNE, 536;SÃO JOÃO BATISTA;ENTRE RUA CLARICE LISPECTOR E RUA ADILSON PAULO DE SOUZA;2014-07-23 00:00:00;2014-12-16 00:00:00;LINESTRING (607816.40 7808042.42, 607812.40 7808049.69)
6911;26-VHF-0000033-2013;RUA MONTE ARARAT, 158;RIBEIRO DE ABREU;ENTRE RUA GERALDO DA ROCHA GUALBERTO E RUA EWERTON CAMARGOS GAZOLLA;2013-06-05 00:00:00;2015-03-05 00:00:00;LINESTRING (614848.81 7808157.94, 614854.71 7808156.27)
6912;;RUA MONTE SIMPLON, 497;NOVA SUISSA;ENTRE RUA MONTE BRANCO E RUA TEODORO DE ABREU;;2011-05-19 00:00:00;LINESTRING (606590.33 7795613.65, 606596.88 7795615.07)
6913;;RUA MONTES CLAROS, 1250;ANCHIETA;ENTRE RUA GRAJAU E RUA RAMALHETE;;2010-08-13 00:00:00;LINESTRING (612484.54 7793779.76, 612487.88 7793783.24, 612489.84 7793785.28)
6914;26-VHF-0003616-2011;RUA PENIDO, 95;PIRAJÁ;ENTRE RUA FERREIRA DOS SANTOS E RUA MOREIRA;2012-01-20 00:00:00;2021-09-13 00:00:00;LINESTRING (613144.00 7802972.59, 613136.99 7802976.50)
6915;18-VHF-0000022-2017;RUA NAIR PENTAGNA GUIMARAES, 306;HELIÓPOLIS;ENTRE RUA ADEMAR DIAS DUARTE E  ;2018-01-02 00:00:00;;LINESTRING (611012.68 7805570.65, 611024.46 7805566.55)
6916;;RUA NAIR PENTAGNA GUIMARAES, 118;HELIÓPOLIS;ENTRE RUA ADERITO TAVORA E RUA DOUTOR ALEXANDRE SARTORI;;2014-11-25 00:00:00;LINESTRING (611021.82 7805327.02, 611033.56 7805328.78)
6917;;RUA NAIR PENTAGNA GUIMARAES, 701;HELIÓPOLIS;ENTRE RUA LAURA BRITO FARIAS E RUA PROFESSOR HEITOR NORONHA;;2013-03-28 00:00:00;LINESTRING (611172.89 7805703.08, 611166.74 7805713.21)
6918;18-VHF-0000001-2010;RUA NARCISIO TEIXEIRA ABREU, 109;CÉU AZUL;ENTRE RUA RADIALISTA JOAO BOSCO E RUA SAO SEBASTIAO;2010-04-15 00:00:00;;LINESTRING (605261.07 7808330.73, 605264.68 7808336.63)
6919;18-VHF-083815T-2018;RUA NARCISIO TEIXEIRA ABREU, 264;CÉU AZUL;ENTRE BEC SAO MARCOS E BEC SAO LUIS;;2020-03-24 00:00:00;LINESTRING (605428.90 7808210.58, 605433.89 7808214.60)
6921;;RUA NASCIMENTO GURGEL, 91;GUTIERREZ;ENTRE RUA ESTACIO DE SA E RUA BERNARDINO DE CAMPOS;;2015-10-30 00:00:00;LINESTRING (609011.76 7794597.01, 609014.00 7794605.30)
6922;22-VHF-0029965-2011;RUA NATALIA, 100;ARAGUAIA;ENTRE RUA SAO JOAO E  ;2011-08-10 00:00:00;;LINESTRING (604072.74 7788823.75, 604078.26 7788822.61)
6923;18-VHF-0011228-2013;RUA NAVARRA, 122;EUROPA;ENTRE RUA CRACOVIA E RUA NORUEGA;2013-07-03 00:00:00;2020-06-14 00:00:00;LINESTRING (608657.87 7810103.72, 608652.93 7810106.27)
6924;18-VHF-0011228-2013;RUA NAVARRA, 36;EUROPA;ENTRE AVE FINLANDIA E RUA CRACOVIA;2013-07-03 00:00:00;2020-06-14 00:00:00;LINESTRING (608710.52 7810198.99, 608704.61 7810202.20)
6925;18-VHF-0011228-2013;RUA NAVARRA, 141;EUROPA;ENTRE RUA NORUEGA E  ;2013-07-05 00:00:00;;LINESTRING (608612.23 7810009.25, 608607.01 7810013.99)
6926;22-VHF-0010290-2011; , ;;ENTRE   E  ;2011-08-29 00:00:00;2024-05-23 00:00:00;MULTILINESTRING ((599902.50 7788923.90, 599907.75 7788916.30), (599909.45 7788913.82, 599914.15 7788907.01))
6927;22-VHF-0007015-2014;AVE NELIO CERQUEIRA, 1090;TIROL;ENTRE RUA DIRAMIR LOUREIRO E RUA MARIA PEREZ BALESTEROS;2014-08-21 00:00:00;;MULTILINESTRING ((600057.05 7789014.83, 600059.87 7789006.27), (600057.05 7789014.83, 600059.47 7789007.49))
6928;26-VHF-0006099-2011;RUA NELSON HUNGRIA, 58;TUPI A;ENTRE RUA DARIO GONCALVES E RUA JOSE DE PAULA COTTA;2011-10-24 23:00:00;;LINESTRING (612300.52 7806010.54, 612298.70 7806016.70)
6929;18-VHF-085037T-2018;RUA NELSON HUNGRIA, 1699;TUPI B;ENTRE RUA CACILDA BECKER E RUA AUGUSTO CALHEIROS;2019-09-13 00:00:00;;LINESTRING (613332.73 7806472.87, 613339.58 7806471.98)
6930;18-VHF-0036304-2013;RUA NELSON HUNGRIA, 1489;TUPI B;ENTRE RUA DOLORES DURAN E RUA CACILDA BECKER;2015-06-08 00:00:00;2021-10-15 00:00:00;LINESTRING (613122.53 7806296.24, 613119.48 7806302.06)
6933;22-VHF-0030554-2010;RUA NEPENTE, 218;LINDÉIA;ENTRE RUA JUNEA VAZ MOUTINHO E RUA AMOR DO CAMPO;2010-12-29 00:00:00;;LINESTRING (600138.75 7790449.59, 600144.06 7790454.18)
6934;22-VHF-0030394-2011;RUA NEPENTE, 116;LINDÉIA;ENTRE RUA ORQUIDEA BRANCA E RUA JUNEA VAZ MOUTINHO;2012-03-27 00:00:00;;LINESTRING (600060.37 7790541.07, 600065.68 7790545.61)
6935;26-VHF-0000034-2008;RUA NESTOR SOARES DE MELO, 170;PALMARES;ENTRE RUA JOSE BARSAND DE LEUCAS E RUA PROFESSOR PATROCINIO FILHO;2008-06-03 00:00:00;;LINESTRING (612027.41 7802138.38, 612025.70 7802136.08, 612025.28 7802135.52, 612025.16 7802135.36, 612023.44 7802133.03)
6936;18-VHF-0014888-2009;RUA NEWTON PINTO DE SOUZA, 110;SANTA MÔNICA;ENTRE RUA LIRICA E RUA MOSAICO;2010-04-08 00:00:00;;LINESTRING (607281.53 7807664.24, 607275.03 7807666.91)
6937;;RUA NEY LAMBERT, 219;BELVEDERE;ENTRE RUA PROFESSOR SYLVIO BARBOSA E AVE PROFESSOR CRISTOVAM DOS SANTOS;;2012-07-02 00:00:00;LINESTRING (611423.56 7791501.72, 611414.43 7791499.60)
6938;17-VHF-0021899-2011;RUA NEY WERNECK, 88;JARDIM ALVORADA;ENTRE RUA FLOR D'AGUA E RUA JOAO PROCOPIO DE CARVALHO;2011-08-09 00:00:00;2021-03-23 00:00:00;LINESTRING (605706.53 7799992.18, 605705.76 7799998.63)
6939;15-VHF-0028831-2015;RUA NICIAS CONTINENTINO, 885;VILA NOVA GAMELEIRA II;ENTRE RUA JOSE THIAGO DA SILVA E RUA VICENTE SOLLARES;2015-09-22 00:00:00;;LINESTRING (605415.77 7794999.86, 605415.38 7795000.21, 605411.46 7795003.69)
6940;22-VHF-0007017-2012;RUA NILOPOLIS, 66;PILAR;ENTRE RUA SAO PEDRO DA ALDEIA E RUA DOUTOR GERVASIO GONCALVES BARBOSA;2012-06-11 00:00:00;;LINESTRING (608012.61 7788275.20, 608011.09 7788267.31)
6941;17-VHF-0049082-2011;RUA NIZIO TORRES, 40;OURO PRETO;ENTRE RUA ETEL NOGUEIRA DE SA E RUA MARIANA OLIVEIRA TAVARES;2012-10-01 00:00:00;;LINESTRING (606359.60 7800788.71, 606359.65 7800782.37)
6942;18-VHF-0044113-2010;RUA NORMA, 5;PIRATININGA;ENTRE RUA IRMA E RUA ESTELA;2011-03-18 00:00:00;2019-05-19 00:00:00;LINESTRING (605579.14 7808487.72, 605585.90 7808489.17)
6943;18-VHF-0044113-2010;RUA NORMA, 124;PIRATININGA;ENTRE RUA ESTELA E RUA ZELIA;2011-03-18 00:00:00;;LINESTRING (605573.20 7808546.18, 605566.69 7808544.90)
6944;26-VHF-0001452-2014;RUA NOSSA SENHORA DA CONSOLACAO, 575;OURO MINAS;ENTRE RUA MADRE DE DEUS E RUA NOSSA SENHORA DOS REMEDIOS;2014-05-07 00:00:00;;LINESTRING (614667.06 7805408.84, 614664.87 7805415.42)
6945;26-VHF-0006347-2012;RUA ADAO MACIEL, 180;AARÃO REIS;ENTRE RUA ADAO MACIEL E RUA RUTENIO;2013-01-22 00:00:00;;LINESTRING (612510.50 7805137.53, 612513.61 7805129.22)
6946;26-VHF-0022770-2009;AVE NOSSA SENHORA DA PIEDADE, 322;AARÃO REIS;ENTRE PCA IRMAS DOMINICANAS DA ANUNCIATA E RUA ADAO MACIEL;2011-03-03 00:00:00;2024-01-16 00:00:00;LINESTRING (612764.92 7805132.45, 612765.47 7805138.42)
6947;16-VHF-0014792-2010;RUA NOSSA SENHORA DE FATIMA, 940;NOSSA SENHORA DE FÁTIMA;ENTRE RUA JOANA DARC E RUA SAO TOMAS;2010-11-12 21:00:00;2021-06-24 00:00:00;LINESTRING (614289.32 7794942.43, 614293.24 7794940.05)
6949;26-VHF-0007891-2011;RUA NOSSA SENHORA DO AMPARO, 270;OURO MINAS;ENTRE RUA DOS JACOBINOS E RUA DAS URSULINAS;2011-06-22 00:00:00;;LINESTRING (614661.58 7805023.28, 614665.57 7805024.68, 614668.93 7805025.86)
6950;26-VHF-0000082-2009;RUA ODENIR PAIXAO DA SILVA, 160;JARDIM FELICIDADE;ENTRE RUA SIRIEMAS E RUA REGINA OTHILIA DOS SANTOS;2009-10-08 00:00:00;;LINESTRING (611979.50 7806867.76, 611985.88 7806866.32)
6951;16-VHF-0000170-2012;RUA ODILON BRAGA, 791;ANCHIETA;ENTRE RUA BAMBUI E RUA ROGERIO FAJARDO;2013-01-19 21:00:00;;LINESTRING (612558.94 7793606.39, 612564.60 7793612.36)
6953;22-VHF-0000178-2009;RUA OLARIA DO BARREIRO, 67;OLARIA;ENTRE RUA PROFESSORA ASPASIA AYER E AVE WALDYR SOEIRO EMRICH;2010-06-09 00:00:00;;LINESTRING (601487.85 7788995.18, 601491.62 7788998.48)
6954;15-VHF-0016384-2014;RUA OLAVO BERNARDES, 200;HAVAÍ;ENTRE RUA JACINTO FERREIRA E RUA PROFESSOR DUQUE;2014-07-28 00:00:00;;LINESTRING (607723.78 7792633.40, 607728.47 7792638.48)
6955;15-VHF-0016384-2014;RUA OLAVO BERNARDES, 16;HAVAÍ;ENTRE RUA OLENKA DIAS BICALHO E RUA JACINTO FERREIRA;2014-07-28 00:00:00;;LINESTRING (607520.33 7792819.45, 607525.04 7792824.71)
6956;17-VHF-0000058-2011;RUA OLGA FRATEZZI, 3011;GARÇAS;ENTRE PCA ELIAS KALIL E RUA PADRE JOAO BURNIER;2011-09-21 00:00:00;;LINESTRING (604775.48 7806018.54, 604770.21 7806014.13)
6957;18-VHF-0025777-2013;RUA AMERICO MARTINS DA COSTA, 441;MINASLÂNDIA;ENTRE RUA AGUAS VERMELHAS E RUA ARANTINA;2014-08-26 00:00:00;;LINESTRING (612326.59 7804447.90, 612333.07 7804446.40)
6958;18-VHF-0014706-2015;RUA OLIVIA MARIA DE JESUS, 1720;FLORAMAR;ENTRE RUA JOAO SOARES GUIMARAES E RUA TOMAZ AMANCIO DA SILVA;2015-08-26 00:00:00;;LINESTRING (611308.53 7806557.27, 611306.99 7806560.52, 611305.25 7806564.17)
6959;15-VHF-0061525-2015;RUA ONZE DE ABRIL, 102;ALPES;ENTRE RUA ALFA E RUA ONZE DE AGOSTO;2016-05-27 23:00:00;;LINESTRING (608156.56 7793338.65, 608163.02 7793340.21)
6960;;RUA OPALA, 100;PINDURA SAIA;ENTRE RUA OLIVEIRA E BEC OLIVEIRA;;2014-10-06 00:00:00;LINESTRING (612344.66 7794363.59, 612352.62 7794367.35)
6961;22-VHF-0010281-2011; , ;;ENTRE RUA ATLANTA E RUA GILBERTO FREIRE;2011-06-01 00:00:00;;LINESTRING (605872.18 7789093.20, 605868.35 7789100.77)
6963;26-VHF-0011481-2015;RUA OPERARIO SILVA, 50;SÃO GABRIEL;ENTRE RUA SAO DIMAS E RUA ALIANCA;2015-08-27 00:00:00;;LINESTRING (613392.96 7803957.61, 613395.63 7803950.94)
6964;17-VHF-0010671-2012;RUA ORDALIA, 330;NOVO GLÓRIA;ENTRE VDP DOIS MIL NOVECENTOS E OITENTA E SEIS E RUA DELIO VIEIRA SALOMON;2012-06-26 00:00:00;;LINESTRING (603202.37 7798817.22, 603202.57 7798811.70)
4022;22-VHF-0896354-2023;RUA RIO DAS FLORES, 53;PILAR;ENTRE RUA ITABORAI E RUA ARMANDO TAUIL;;2024-07-31 00:00:00;LINESTRING (607703.00 7788237.20, 607708.26 7788242.42)
4023;17-VHF-353059T-2022;RUA AQUIDABAN, 55;PADRE EUSTÁQUIO;ENTRE RUA CONDE DE PRADOS E RUA BONAPARTE;2022-11-29 00:00:00;;LINESTRING (607725.25 7797020.79, 607725.52 7797027.79)
4024;22-VHF-0154431T-2019;RUA DOUTOR CRISTIANO REZENDE, 55;BAIRRO NOVO DAS INDÚSTRIAS;ENTRE RUA SHALOM E RUA FLOR DE LIS;2020-03-17 00:00:00;;LINESTRING (605394.82 7791436.66, 605391.83 7791443.72)
